AidData Project ID,Title,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Other Organizations,Source,Start Date (DD/MM/YYYY),End Date (DD/MM/YYYY),Planned Start Date (DD/MM/YYYY),Planned End Date (DD/MM/YYYY),Source Detail,Status,AidData Sector Code,AidData Sector Name,AidData Purpose Code,AidData Purpose Name,AidData Activity Code(s),AidData Activity Name(s),Short Description,Long Description,Donor Project ID,Donor Secondary Project ID,Additional Info,Project Commitment Amount (Constant USD2011),Project Disbursement Amount (Constant USD2011),Total Project Cost (Donor Reported),CRS: Untied Amount (Nominal USD),CRS: Tied Amount (Nominal USD),CRS: Partial Tied Amount (Nominal USD),CRS: Pdgg,CRS: Channel Code,CRS: Bi Multi,CRS: Desertification,CRS: Environment,CRS: Gender,CRS: Trade,CRS: Climate,CRS: Biodiversity,CRS: Region,CRS: Sector Code,CRS: Sector,CRS: Purpose Code,CRS: Purpose Name,CRS: Flow Name,CRS: Finance T,CRS: Associated Financing,CRS: Future Ds Principal Amount Usd Nominal,CRS: Future Ds Interest Amount Usd Nominal,CRS: Irtc Amount Usd Nominal,CRS: Received Amount Usd Nominal,CRS: Aid T,CRS: Arrears Interest Amount Usd Nominal,CRS: Arrears Principal Amount Usd Nominal,CRS: Channel Name,CRS: Expert Commitment Amount Usd Nominal,CRS: Export Credit Amount Usd Nominal,CRS: Export Extended Amount Usd Nominal,CRS: FTC,CRS: Initial Report,CRS: Interest Amount Usd Nominal,CRS: Outstanding Amount Usd Nominal,CRS: Repay Type,CRS: Second Interest Rate
906000827258,ACA Regional REDD Policy CFI 2010-12,Norway,,Funding,NORAD,,Extending,ACA - Amazon Conservation Association,,Implementing,,OECD 2013,,,,,,READY,312,Forestry,31210,Forestry policy and administrative management,,,ACA REGIONAL REDD POLICY CFI 2010-12,"The project purpose is to protect Earth’s highest biodiversity hotspot and one of itsgreat centers of indigenous culture, while making fundamental contributions to developing REDD mechanisms by (1) developing a cost-reducing Decision Support Tool, which is a central impediment to effective REDD implementation in developing countries, (2) directly partnering with and thereby empowering indigenous stakeholders, (3) testing innovative REDD mechanisms that can be integrated into existing legal frameworks, (4) the introduction of cutting-edge REDD support tools, and (5) convening stakeholders to discuss and improve REDD project implementation.",PER-10/0002,2010002174,,325772,325772,0,0.32323919700578424,,,0,21000,1,0,1,0,0,,0,South America,312,III.1.b. Forestry,31210,Forestry policy & admin. management,ODA Grants,110,,,,,0,C01,,,International NGOs,,,,,3,,,,
906000525032,Peru First Progrmmatic Environmental Development Policy Loan /DDO,WORLD BANK,,Funding,IBRD,,Extending,MINISTRY OF ECONOMY AND FINANCE,,Implementing,,OECD 2013,,,,,,READY,210|410|313|322,TRANSPORT AND STORAGE|GENERAL ENVIRONMENTAL PROTECTION|Fishing|Mineral resources and mining,41010,Environmental policy and administrative management,41020.02|31310.02|41020.03|32210.02|41010.03|41010.02|21010.02|41030.01,"Air pollution control|Fishing sector policy, planning and programs|Marine pollution control|Mineral and mining sector policy, planning and programs|Institution capacity building, Environmental protection|Environmental policy, laws, regulations and economic instruments|Transport sector policy, planning and programs|Bio-diversity, activity unspecified or does not fit elsewhere in group",PERU FIRST PROGRMMATIC ENVIRONMENTAL DEVELOPMENT POLICY LOAN /DDO,,P101471.IBRD76740.crs1,2009014367,,0,0,0,,,,1,12000,4,,1,,,,1,South America,121,"I.2.a. Health, General",12110,Health policy & admin. management,Other Official Flows (non Export Credit),410,,,,,,A02,,,Recipient government,,,,,3,0.033416603090000004,,5,
906000136366,SUCO - Volunteer Sending 2009-2015 / SUCO - Envoi de volontaires 2009-2015,Canada,,Funding,DFATD,,Extending,SUCO Solidarité Union Coopération,,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41081,Environmental education/ training,,,SUCO - VOLUNTEER SENDING 2009-2015 / SUCO - ENVOI DE VOLONTAIRES 2009-2015,"The program concentrates its activities in three sectors: private sector development through partners' institutional and organizational strengthening; good governance through local development; and promotion of environmental sustainability through agriculture, forestry, fish and cattle farming systems. Every year, 22 volunteers support these efforts. The objectives of the program are: (1) help partners gain knowledge and adopt development practices that are democratic, just and sustainable; (2) help partners improve individual and collective well-being through socio-economic activities; (3) promote gender equity and empower women in gaining autonomy and influence; (4) support partners in their actions and practices leading towards viable and sustainable environmental development; and (5) promote openness for exchange and dialogue between development partners (government authorities and civil society organizations). An amount of $80,622 has been added to the total amount for each of the Volunteer Cooperation Agency programs for CIDA-led program evaluations. / Le programme concentre ses actions dans trois secteurs, soit le soutien au développement du secteur privé par le renforcement institutionnel et organisationnel de partenaires, la promotion de la bonne gouvernance par le développement local et la promotion de la durabilité de l'environnement par des systèmes agro-sylvo-pastoraux et piscicoles. Il y a 22 volontaires par année qui appuient ces efforts. Les objectifs du programme visent à 1) appuyer les partenaires à acquérir et adopter des pratiques de développement démocratique, équitable et durable; 2) soutenir les partenaires dans des actions socio-économiques permettant d'améliorer le mieux-être individuel et collectif des populations visées; 3) contribuer à la promotion de l'égalité entre les femmes et les hommes et soutenir les femmes dans l'atteinte d'une plus grande autonomie d'action et d'une plus grande influence; 4) soutenir les partenaires dans leurs actions et pratiques menant à un développement environnemental viable et durable; 5) favoriser la création d'espaces d'échanges et de dialogues entre partenaires du développement (instances gouvernementales et organisations de la société civile). Un montant de $ 80 622 a été ajouté au montant total pour chaque programme des organisations de coopération volontaire, pour les évaluations de programmes menées par l’ACDI.",S064510PRG,20092007870027,,0,35665,0,0,0,0,1,22000,1,0,2,2,0,,0,South America,410,IV.1. General Environment Protection,41081,Environmental education/training,ODA Grants,110,,,,,0,D01,0,0,National NGOs,,,,1,3,0,0,,0
906000560958,"RECH : Sécurité alimentaire, sanitaire, environ. et risques naturels",France,,Funding,MEN,,Extending,Gouvernement du donneur,,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41082,Environmental research,,,"RECH : SÉCURITÉ ALIMENTAIRE, SANITAIRE, ENVIRON. ET RISQUES NATURELS","LMI DISCOH : dynamiques océan-atmosphère, biogéochimiques et écologiques dans le système du courant de Humboldt",,2013228491,,634,634,0,6.505576208178438E-4,0,0,,11000,1,,2,,,,1,South America,410,IV.1. General Environment Protection,41082,Environmental research,ODA Grants,110,,,,,0,D02,,,Donor government,,,,1,8,,,,
906000593621,quot; quot; quot; Agro-ecological comprehensive development for food security in the sub-central of jackets Kasa of the municipality of Aiquilequot; q,Spain,,Funding,MUNIC,,Extending,United hands,,Implementing,,OECD 2013,,,,,,READY,520|410|140|311,DEVELOPMENT AID/FOOD SECURITY ASSISTANCE|GENERAL ENVIRONMENTAL PROTECTION|WATER SUPPLY AND SANITATION|Agriculture,31120,Agricultural development,41005.01|31120.06|52010.01|14020.04|31120.08|31140.02,"General environmental protection, activity unspecified (includes miscellaneous conservation and protection measures not mentioned below) or does not fit under any other applicable codes|Food crop production|Food aid/Food security programmes, activity unspecified|Intakes, storage, pumping stations, conveyance and distribution systems|Livestock|Irrigation",QUOT; QUOT; QUOT; AGRO-ECOLOGICAL COMPREHENSIVE DEVELOPMENT FOR FOOD SECURITY IN THE SUB-CENTRAL OF JACKETS KASA OF THE MUNICIPALITY OF AIQUILEQUOT; Q,"Desarrollo integral agroecológico para la seguridad alimentaria en la Subcentral de Cháqu Kàsa Del Municipio de Aiquile :: gARANTIZAR LA SEGURIDAD ALIMENTARIA DE LOS HABITANTES DE LA COMUNIDAD RURUAL A TRAVÉS DE PROVISIÓN DE ACCESO AL AGUA MEDIANTE CAPTACIÓN, ALMACENAMIETNO Y RIEGO PARA GARNTIZAR LA PRODUCCIÓN DE LAS PARCELAS , Y MEJORA PECUARIA",009-074299-1,2013003030,,5351,5351,0,0.005553823685608072,0,0,0,22000,1,0,2,0,0,,0,South America,311,III.1.a. Agriculture,31140,Agricultural water resources,ODA Grants,110,,,,,,C01,,,National NGOs,,,,1,1,,,,
906000593747,"Development of capacities of rural families, in Parinacochas and Paucar del Sara Provinces.",Spain,,Funding,AG,,Extending,Peace and solidarity,,Implementing,,OECD 2013,,,,,,READY,430|410|311,MULTISECTOR|GENERAL ENVIRONMENTAL PROTECTION|Agriculture,41000,"General environmental protection, combinations of purposes",43040.01|41030.03|41010.02|31105.01|41030.01,"Rural development, activity unspecified or does not fit elsewhere in this group |Species protection|Environmental policy, laws, regulations and economic instruments|Agriculture, activity unspecified or does not fit under any other applicable codes|Bio-diversity, activity unspecified or does not fit elsewhere in group","DEVELOPMENT OF CAPACITIES OF RURAL FAMILIES, IN PARINACOCHAS AND PAUCAR DEL SARA PROVINCES.","Consolidar procesos anteriores de intervención (Etapa I, II y III), con familias rurales en el ámbito de 3 distritos de la Provincia de Paucar del Sara Sara y 2 distritos de la Provincia de Parinacochas, en la conservación de la agro biodiversidad, el uso y manejo adecuado de los recursos naturales, fortalecimiento de sus capacidades de gestión con visión de desarrollo sostenible, articulando responsabilidades con los actores y los Gobiernos locales.",009-064017-1,2013001757,,102642,102642,0,0.10653664365374402,0,0,0,22000,1,0,1,1,1,,1,South America,311,III.1.a. Agriculture,31120,Agricultural development,ODA Grants,110,,,,,,C01,,,National NGOs,,,,1,1,,,,
116401505,"Développement et mondialisation : dynamiques socio-économiques, identitaires et spatiales",France,FR,Funding,MEN,,Extending,ONG basée dans un pays en développement,,Implementing,,OECD,,,,,OECD Online 2012 - 2014 July,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,72040.01,All emergency food aid items or activities,"DÉVELOPPEMENT ET MONDIALISATION : DYNAMIQUES SOCIO-ÉCONOMIQUES, IDENTITAIRES ET SPATIALES",Enjeux Socio-économiques Identitaires,,2012176321,,2734,2734,0,2.5661182519280206E-3,0.0,0.0,0,11000,1,,2,,0,,,South America,410,IV.1. General Environment Protection,41082,Environmental research,ODA Grants,110,,,,,,D02,,,Donor government,,,,1,8,,,,
906000330599,Communication and advocacy program on climate change for young,Switzerland,,Funding,SDC,,Extending,,,,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,COMMUNICATION AND ADVOCACY PROGRAM ON CLIMATE CHANGE FOR YOUNG,"Sólo en Perú, la población joven (18 a 30) representa el 29,5% del electorado, y tendrá que adaptarse a las futuras condiciones relacionadas al cambio climático. Ello implica que las decisiones tomadas hoy tendrán un impacto en la calidad y estilo de vida que lleven. En ese sentido, contar con organizaciones y redes bien informadas y sensibilizadas en el tema de cambio climático, resultará estratégico para avanzar en la acción desde la misma población, tanto para incrementar su resiliencia como asumir su responsabilidad ante el fenómeno. Por ello, se ha visto la necesidad de contar con un Programa de Comunicación e Incidencia que se enfoque en Jóvenes, para impulsar que ellos asuman un rol protagónico y activo en la incidencia en la opinión pública, con la finalidad de posicionar en la agenda política el tema del cambio climático como un tema de desarrollo y como una prioridad",7F-08163.01-23000-454-41010-C01,2011003637,,0,0,0,,,,0,23000,1,0,2,1,,,0,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,0.003055675442382391,C01,,,Local/Regional NGOs,,,,,3,,,,
116402878,Gestion durable des écosystèmes au Sud,France,FR,Funding,MEN,,Extending,ONG basée dans un pays en développement,,Implementing,,OECD,,,,,OECD Online 2012 - 2014 July,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41082,Environmental research,23040.03|23020.01,"Transmission lines|Power generation/non-renewable sources, activity unspecified or does not fit elsewhere in group",GESTION DURABLE DES ÉCOSYSTÈMES AU SUD,Evolution du Climat et de l'EnVironnement,,2012176338,,50022,50022,0,4.6950976863753206E-2,0.0,0.0,0,11000,1,0,2,,0,0,0,South America,410,IV.1. General Environment Protection,41082,Environmental research,ODA Grants,110,,,,,,D02,,,Donor government,,,,1,8,,,,
906000590277,"Building environmental governability in six municipalities of Ayacucho, Cajamarca and Puno.",Spain,,Funding,AG,,Extending,Medicus Mundia Álava/Araba,,Implementing,,OECD 2013,,,,,,READY,151|410,"Government and civil society, general|GENERAL ENVIRONMENTAL PROTECTION",15140,Government administration ,15110.01|15140.01|41010.01,"Economic and development policy/planning, activity unspecified or does not fit elsewhere in group|Government administration, activity unspecified or does not fit elsewhere in group |Environmental policy and administrative management, activity unspecified or does not fit elsewhere in group","BUILDING ENVIRONMENTAL GOVERNABILITY IN SIX MUNICIPALITIES OF AYACUCHO, CAJAMARCA AND PUNO.","El proyecto tiene como objetivo principal el fortalecimiento de gobiernos municipales locales rurales de la sierra norte, centro y sur del Perú, para una adecuada gestión ambiental local. Se buscará mejorar la gestión de los servicios públicos municipales en esta materia, realizar una planificación concertada adecuada y generar una opinión pública informada sobre la problemática ambiental y las competencias municipale",009-067421-1,2013000191,,0,138566,0,0,0,0,1,22000,1,0,2,1,0,,1,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,,C01,,,National NGOs,,,,,3,,,,
50019242,Assesment in the implementation of the peruvian environment ministry,Germany,DE,Funding,BMZ,,Extending,GTZ,,Implementing,,OECD,11/8/2009,31/3/2012,,,CRS_ONLINE_MAY2011,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,ASSESMENT IN THE IMPLEMENTATION OF THE PERUVIAN ENVIRONMENT MINISTRY,Die institutionelle Kapazitäten des MINAM für die Umsetzung der natiolen Umweltpolitik und die Verfolgung strategischer Umweltanliegen sind gestärkt.,200821504,2009002266,,2829507,61979,0,1.92173792,0.8633895,,1,10000,1,,2,1,,,,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,0,0,0,0.0,,0,0,"PUBLIC SECTOR (donor, recipient, other)",,0,,1,1,0,0,,
98108629,President's Emergency Plan for AIDS Relief - Country Programs,United States,US,Funding,PEACE,,Extending,NATIONAL NGOs,,Implementing,,OECD,1/1/2010,31/12/2010,,,CRS Online 2012,READY,130,POPULATION POLICIES/ PROGRAMMES AND REPRODUCTIVE HEALTH,13040,STD control including HIV/AIDS,33110.01|41081.01,"Trade policy and administrative management, activity unspecified or does not fit elsewhere in this group|All environmental education/training activities",PRESIDENT'S EMERGENCY PLAN FOR AIDS RELIEF - COUNTRY PROGRAMS,PEPFAR - The President's Emergency Plan for AIDS Relief is committed to prevent new HIV infections; treat HIV-infected individuals and those orpahned by AIDs.,HIV00138,2010052951,,32892,31624,0,3.2204999999999998E-2,,,0,10000,1,0,0,,0,0,0,South America,130,I.3. Population Pol./Progr. & Reproductive Health,13040,Std control including hiv/aids,ODA Grants,110,,,,,,D01,,,"PUBLIC SECTOR (donor, recipient, other)",,,,1,1,,,,
906000330579,National Programm Climate Change,Switzerland,,Funding,SDC,,Extending,,,,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41020,Biosphere protection,,,NATIONAL PROGRAMM CLIMATE CHANGE,National Climate Change Management Programme,7F-07834.01-11000-454-41020-C01,2010001527,,41191,62817,0,0.04315925766076824,,,0,11000,1,0,2,0,,,0,South America,410,IV.1. General Environment Protection,41020,Biosphere protection,ODA Grants,110,,,,,,C01,,,Donor government,,,,,3,,,,
906000330576,Programa de Adaptación Climatico,Switzerland,,Funding,SDC,,Extending,,,,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,PROGRAMA DE ADAPTACIÓN CLIMATICO,"Le Programme d Adaptation au Changement Climatique a comme finalité de Contribuer à consolider les conditions de vie des communautés dans les régions andines de Cusco et Apurimac en réduisant la vulnérabilité - surtout des couches sociales défavorisées - face aux conséquences du Changement Climatique. Les résultats attendus du PACC à l horizon 2011-2012 sont au nombre de quatre: 1. Connaître la vulnérabilité - Les régions de Cusco et Apurimac ont développé des diagnostics et dressé la liste des conditions d adaptation au Changement Climatique avec la participation des populations affectées, de leurs autorités et d institutions spécialisées. 2. Mesurer et informer - Un système régional d information publique sur le Changement Climatique et ses effets est établi et validé par les autorités. 3. Agir dans des districts choisis - Des mesures d adaptation priorisées sont mises en œuvre dans des districts sélectionnés dans chacune des deux régions. 4. Apprendre et influencer les politiques publiques - Le thème de l adaptation au Changement Climatique est bien présent dans les politiques publiques, aux trois niveaux : pays, régions et municipalités rurales, en s inspirent des expériences générées par le PACC.",7F-05409.03-51000-454-41010-D01,2007003779,,51489,35746,0,,0.053949072075960294,,0,51000,1,1,2,0,,,0,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,,D01,,,"University, college or other teaching institution, research institute or think-tank",,,,1,3,,,,
906000407278,Sustainable development,United Kingdom,,Funding,FCO,,Extending,Recipient Government,,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41030,Bio-diversity,22020.02,Telephone networks,SUSTAINABLE DEVELOPMENT,Sustainable development,PAM PEL 000028-3281,2013003651,,4129,4129,0,0.004094746716697937,0,0,0,12000,1,0,2,,,,0,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,0,C01,,,Recipient government,,,,,1,0,,,0
906000330573,The SABA Water and Sanitation Experience: Boosting Impact at Global Scale,Switzerland,,Funding,SDC,,Extending,,,,,OECD 2013,,,,,,READY,140,WATER SUPPLY AND SANITATION,14030,Basic drinking water supply and basic sanitation,23010.02|24030.02|23030.04|41010.02,"Energy sector policy, planning and programs|All formal sector financial intermediaries|Solar energy|Environmental policy, laws, regulations and economic instruments",THE SABA WATER AND SANITATION EXPERIENCE: BOOSTING IMPACT AT GLOBAL SCALE,"For one of the first time in its history, SDC can exert important leverage effects – with little funding – upon nation-wide and international scaling up operations in Peru. The Global Program Water Initiatives decided to support this new generation of projects to demonstrate how SDC can generate added value and influence the global debate. The Peruvian authorities want to capitalize on SDC 15-year experience in rural water and sanitation in rural areas for boosting full national coverage of such services.This initiative is a new generation of projets required to respond: to the water & sanitation MDG’s water related targets and to the human right to access to water & sanitation.",7F-08236.01-11000-454-14030-C01,2012001089,,0,148955,0,,,,1,11000,1,0,0,0,,,0,South America,140,I.4. Water Supply & Sanitation,14030,Basic drinking water supply and basic sanitation,ODA Grants,110,,,,,,C01,,,Donor government,,,,,3,,,,
906000315884,SSNC South 2013-2015 - SSNC 2013-2015 South,Sweden,,Funding,Sida,,Extending,Donor Country-Based NGO,,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,SSNC SOUTH 2013-2015 - SSNC 2013-2015 SOUTH,"The SSNC support civil society organisations in the environment movement in South with regard to five sub-programs: Agriculture and Food Security, Climate, Marine Ecosystems, Chemicals and Forests. The support comprises 67 cooperation partners in Africa, Latin America, four Regional Networks and eight Global Networks.",5400015301,2013001639,,265354,85850,0,0.2610084136829822,0,0,2,22000,3,0,2,0,0,,1,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,0,B01,,,National NGOs,,,,,1,,,,
906000330570,The SABA Water and Sanitation Experience: Boosting Impact at Global Scale,Switzerland,,Funding,SDC,,Extending,,,,,OECD 2013,,,,,,READY,140,WATER SUPPLY AND SANITATION,14030,Basic drinking water supply and basic sanitation,23010.02|24030.02|23030.04|41010.02,"Energy sector policy, planning and programs|All formal sector financial intermediaries|Solar energy|Environmental policy, laws, regulations and economic instruments",THE SABA WATER AND SANITATION EXPERIENCE: BOOSTING IMPACT AT GLOBAL SCALE,"For one of the first time in its history, SDC can exert important leverage effects – with little funding – upon nation-wide and international scaling up operations in Peru. The Global Program Water Initiatives decided to support this new generation of projects to demonstrate how SDC can generate added value and influence the global debate. The Peruvian authorities want to capitalize on SDC 15-year experience in rural water and sanitation in rural areas for boosting full national coverage of such services.This initiative is a new generation of projets required to respond: to the water & sanitation MDG’s water related targets and to the human right to access to water & sanitation.",7F-08236.01-22000-454-14030-C01,2012001091,,0,243588,0,,,,1,22000,1,0,0,0,,,0,South America,140,I.4. Water Supply & Sanitation,14030,Basic drinking water supply and basic sanitation,ODA Grants,110,,,,,,C01,,,National NGOs,,,,,3,,,,
906000655706,Energy Renovation Infrastructure Assistance Program,Japan,,Funding,JICA,,Extending,Recipient Government,,Implementing,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,16050.01,Basic multisector social services activities,ENERGY RENOVATION INFRASTRUCTURE ASSISTANCE PROGRAM,To promote environmental measures,JICAPE-P40,2012003074,,0,21429824,0,,,,0,12000,1,0,2,0,0,,0,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Loans,410,,,,,,C01,,,Recipient government,,,,,3,0.0897623756289002,24.691358024691354,,
906000600666,Social stakeholders. Consolidating sustainable human development Apurimac,Spain,,Funding,MUNIC,,Extending,Association Madre Coraje,,Implementing,,OECD 2013,,,,,,READY,510|410,GENERAL BUDGET SUPPORT|GENERAL ENVIRONMENTAL PROTECTION,51010,General budget support,51010.05|41010.02,"General program assistance|Environmental policy, laws, regulations and economic instruments",SOCIAL STAKEHOLDERS. CONSOLIDATING SUSTAINABLE HUMAN DEVELOPMENT APURIMAC,Actores sociales consolidado ciudadanía para el desarrollo humano sostenible de Apurimac :: Actores sociales consolidado ciudadanía para el desarrollo humano sostenible de Apurimac,009-060935,2013010342,,0,102331,0,0,0,0,2,22000,1,0,0,1,0,,0,South America,151,I.5.a. Government & Civil Society-general,15150,Democratic participation and civil society,ODA Grants,110,,,,,,C01,,,National NGOs,,,,1,3,,,,
906000524894,Lima Urban Transport Project,WORLD BANK,,Funding,IBRD,,Extending,PROTRANSPORTE LIMA,,Implementing,,OECD 2013,,,,,,READY,250|210|410,BUSINESS AND OTHER SERVICES|TRANSPORT AND STORAGE|GENERAL ENVIRONMENTAL PROTECTION,21020,Road transport,21010.03|21020.03|25010.07|41020.01,"Institution capacity building, Transport|Public transportation systems|Public-private sector networking|Biosphere protection, activity unspecified or does not fit elsewhere in group",LIMA URBAN TRANSPORT PROJECT,"The main objective of the Lima Transport Project for Peru is to assist the Municipality of Metropolitan Lima (MML) in enhancing the economic productivity and the quality of life within the Lima Metropolitan area through improving mobility and accessibility for the metropolitan population, especially in the peri-urban poor neighborhoods by establishing an efficient, reliable, cleaner and safer mass rapid transit system. The specific project development objectives are to: (i) implement the new mass rapid transit system on the basis of a Public Private Partnership (PPP) with concessional bus corridor/feeder routes operations and fare collection system; (ii) improve access within low income areas through facilitating the use of low cost transport alternatives, such as bicycles and walking; (iii) strengthen the local institutional capacity to regulate and manage the metropolitan transport system on a sustainable basis; and (iv) reduce the negative environmental impact of motorized transport in Lima. The extension is necessary to: (i) implement the social mitigation plan. The project affects some owners of old buses and other parties related to this business. The project introduces modern buses that will replace several hundred old buses. A social plan has been finalized and its implementation will take place as the old buses are displaced by the new system. As said, the project will enter operations gradually. This process will take place beyond the current closing date; (ii) implement the communications plan, which was recently approved by the Bank, as well as the air quality monitoring network; and (iii) Reengage Protransporte and the Barranco representatives in light of the (Spanish Fund for Latin America and the Caribbean) SFLAC-Financed Traffic Management study, part of management's action plan for the on-going inspection panel. The study will have intermediate results by August 2010 and final results by September 2010.",P035740.IBRD72090.crs3,2003004387,,0,0,0,,,,,12000,4,,1,,,,,South America,210,II.1. Transport & Storage,21010,Transport policy & admin. management,Other Official Flows (non Export Credit),410,,,,,3.576146729,C01,,,Recipient government,,,,,3,0.15046316529999998,,5,
906000328843,Climate Change and Glacier Threats,Switzerland,,Funding,SDC,,Extending,,,,,OECD 2013,,,,,,READY,410,GENERAL ENVIRONMENTAL PROTECTION,41010,Environmental policy and administrative management,,,CLIMATE CHANGE AND GLACIER THREATS,"Face au recul des glaciers dans la Cordillère péruvienne, la population et les autorités disposent des compétences nécessaires en matière d’adaptation afin de garantir l’approvisionnement en eau potable et d’irrigation tout en étant à même de gérer les risques de manière à les minimiser. - (a) Local - Plan de gestion hydrique dans deux bassins versants (Huaraz et Cusco), monitorage intégral et système d’alerte; (b) Académique - Développement d’une offre de formation post grade articulée entre trois universités, développement des capacités au sein de ces universités; (c) Institutionnel - Développement de capacités et plaidoyer politique.",7F-07833.01-51000-454-41010-C01,2010004477,,0,422213,0,,,,1,51000,1,0,2,0,,,0,South America,410,IV.1. General Environment Protection,41010,Environmental policy and admin. mgmt,ODA Grants,110,,,,,,C01,,,"University, college or other teaching institution, research institute or think-tank",,,,,3,,,,
906000590151,Strengthening entrepreneurship capacities of fishermen and collector of ornamental fish,Spain,,Funding,AG,,Extending,FUNDACIÓN PROCLADE YANAPAY,,Implementing,,OECD 2013,,,,,,READY,250|151|410|313,"BUSINESS AND OTHER SERVICES|Government and civil society, general|GENERAL ENVIRONMENTAL PROTECTION|Fishing",31300,"Fishing, combination of activities",15150.02|15150.09|25010.08|31381.01|31382.01|31391.01|41005.01,"Community participation and development|Women's equality organisations and institutions|General support to private sector enterprises|All fishery education/training activities|Fishery research, activity unspecified or does not fit elsewhere in group|Fishery services, activity unspecified or does not fit elsewhere in group|General environmental protection, activity unspecified (includes miscellaneous conservation and protection measures not mentioned below) or does not fit under any other applicable codes",STRENGTHENING ENTREPRENEURSHIP CAPACITIES OF FISHERMEN AND COLLECTOR OF ORNAMENTAL FISH,"El proyecto ?aprovechando los avances logrados mediante su ejecución en la I y II Etapa, (esta última apoyada por la Agencia Vasca de Cooperación al Desarrollo en 2009), promoverá el fortalecimiento y consolidación productiva, empresarial y comercial de 207 microempresas familiares, 7 asociaciones y un consorcio de pescadores/as y acopiadores/as de peces ornamentales de Maynas, propugnando los derechos de las mujeres y la equidad en la relaciones de pareja, el respeto al medio ambiente y la participación ciudadana y política. // Esto se logrará mediante el desarrollo de acciones de investigación, calificación técnica, capacitación, difusión y asistencia técnica mejorando: los procesos de producción en cautiverio de peces ornamentales, sus niveles de productividad, eficiencia, competitividad y responsabilidad ambiental empresarial, los procesos institucionales de las asociaciones y del consorcio de pescadores/as y acopiadores/as de peces ornamentales y sus habilidades para la participación en los procesos participativos locales y el conocimiento y ejercicio de los derechos de las mujeres hacia relaciones de mayor equidad a nivel de pareja, familia, empresa y espacios de articulación empresarial.",009-006385,2012000343,,0,279885,0,0,0,0,0,22000,1,0,1,1,1,,1,South America,313,III.1.c. Fishing,31320,Fishery development,ODA Grants,110,,,,,,C01,,,National NGOs,,,,1,3,,,,
906000833392,The GLOBE Legislators’ Forest Initiative (GLFI) - Peru,Norway,,Funding,NORAD,,Extending,GLOBE International - The  global  legislators organisation,,Implementing,,OECD 2013,,,,,,READY,312,Forestry,31210,Forestry policy and administrative management,,,THE GLOBE LEGISLATORS’ FOREST INITIATIVE (GLFI) - PERU,Strengthen legislation and parliamentary functions in Peru when it comes to their knowledge and capacity on REDD+. Also strengthen the south-south knowledge sharing among legislators in these countries is important.,QZA-13/0568-6,2013002725,,23720,23720,0,0.023535216059884314,0,0,1,21000,1,0,0,0,0,,0,South America,312,III.1.b. Forestry,31210,Forestry policy & admin. management,ODA Grants,110,,,,,0,C01,,,International NGOs,,,,,1,,,,
