,AidData Project ID,aiddata_id,aiddata_2_id,year,donor,donor_iso,donor_region,implementing_agency,financing_agency,crs_bi_multi,recipient,recipient_iso,recipient_region,start_date,end_date,commitment_date,planned_start_date,planned_end_date,title,short_description,long_description,donor_project_id,donor_secondary_id,aiddata_sector_code,aiddata_sector_name,aiddata_purpose_code,aiddata_purpose_name,aiddata_activity_codes,aiddata_activity_names,flow_name,crs_sector_code,crs_sector_name,crs_purpose_code,crs_purpose_name,coalesced_purpose_code,coalesced_purpose_name,commitment_amount_usd_constant,total_project_cost,crs_trade,crs_climate,crs_biodiversity,crs_gender,crs_environment,crs_desertification,pdgg,channel_code,associated_financing,future_ds_principal_amount_usd_nominal,future_ds_interest_amount_usd_nominal,received_amount_usd_nominal,irtc_amount_usd_nominal,untied_amount_usd_nominal,tied_amount_usd_nominal,partial_tied_amount_usd_nominal,finance_t,arrears_interest_amount_usd_nominal,arrears_principal_amount_usd_nominal,initial_report,ftc,repay_type,outstanding_amount_usd_nominal,interest_amount_usd_nominal,expert_commitment_amount_usd_nominal,export_credit_amount_usd_nominal,expert_extended_amount_usd_nominal,additional_info,source,source_detail
656686,,50077704,50077704,2009,United States,US,North & Central America,OTHER,AID,1,Peru,PE,South America,1/1/09,12/31/09,1/1/09,NA,NA,Maternal and Child Health,MATERNAL AND CHILD HEALTH,"Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [Macro International]",UEI70954,2009015613,130,Population policies/ programmes and reproductive health,13020,Reproductive health care,72010.01,All non-food relief items and assistance,ODA Grants,130,I.3. Population Pol./Progr. & Reproductive Health,13020,Reproductive health care,13020,Reproductive health care,310489,0,NA,NA,NA,NA,0,NA,NA,50000,NA,0,0,0,0,0,3.00E+05,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
229927,,107625773,NA,2011,United Nations Children`s Fund (UNICEF),,Multilaterals,,,4,Peru,PE,South America,,,1/1/11,NA,NA,"Child Protection policies, plans and budgets","CHILD PROTECTION POLICIES, PLANS AND BUDGETS","Child Protection policies, plans and budgets",4093,2011006134,160,Other social infrastructure and services,16010,Social/ welfare services,16010.04|16010.05|16010.02,Social security and other social schemes|Support for vulnerable groups|Social legislation and administration,ODA Grants,160,I.6. Other Social Infrastructure & Services,16010,Social/welfare services,16010,Social/ welfare services,1274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
769417,,108671128,NA,2011,Spain,ES,Europe,FSU,AECID,1,Peru,PE,South America,1/1/11,1/1/12,1/1/11,NA,NA,"Grants. University education at a post grade, doctoral and postdoctoral grade, with the objective of promoting the qualification of human capital.","GRANTS. UNIVERSITY EDUCATION AT A POST GRADE, DOCTORAL AND POSTDOCTORAL GRADE, WITH THE OBJECTIVE OF PROMOTING THE QUALIFICATION OF HUMAN CAPITAL.",CIENCIAS DE LA VIDA,2011-AECID-3657-0001,2011006417,121,"Health, general",12182,Medical research,15240.02,Reintegration of demobilised military personnel into the economy,ODA Grants,121,"I.2.a. Health, General",12182,Medical research,12182,Medical research,50056,0,NA,0,0,NA,0,NA,0,11000,NA,0,0,0,0,50055.61735,0,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
769458,,108672585,NA,2011,Spain,ES,Europe,Spain-Peru Cooperation Fund (FONCHIP).,AECID,1,Peru,PE,South America,12/12/11,12/11/12,1/1/11,NA,NA,"Shared visualities: creation of  research and training network in visual anthropology, new ways and digital technologies within the framework of cultural diversity.","SHARED VISUALITIES: CREATION OF RESEARCH AND TRAINING NETWORK IN VISUAL ANTHROPOLOGY, NEW WAYS AND DIGITAL TECHNOLOGIES WITHIN THE FRAMEWORK OF CULT","VISUALIDADES COMPARTIDAS:CREACIíñN DE UNA RED DE INVESTIGACIíñN Y DOCENCIA EN ANTROPOLOGíçA VISUAL, NUEVOS MEDIOS Y TECNOLOGíçAS DIGITALES EN EL MARCO DE LA DIVERSIDAD CULTURAL.",2011-AECID-1287-0002,2011004268,114,Post-secondary education,11420,Higher education,16010.05|15150.07,Support for vulnerable groups|Human rights,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,24333,0,NA,NA,NA,NA,NA,NA,NA,51000,NA,0,0,0,0,0,24332.59177,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
761716,,108416270,NA,2011,Spain,ES,Europe,IZAN ASSOCIATION IN FAVOUR OF CHILDHOOD AND YOUTH,AG,1,Peru,PE,South America,12/27/11,12/27/12,1/1/11,NA,NA,"Creating healthy communities of the High Andes, through the strengthening of capacities for the recovery of indigenous technologies.","CREATING HEALTHY COMMUNITIES OF THE HIGH ANDES, THROUGH THE STRENGTHENING OF CAPACITIES FOR THE RECOVERY OF INDIGENOUS TECHNOLOGIES.","Desde la concepcií_n de ADEHPRI, La construccií_n de una Comunidad Saludable en las comunidades de Cuncani, wacawasi, Chupani y Chaullacocha del Distrito de Urubamba; Huilloq, Patacancha y Quellccancca del distrito de Ollantaytambo; Ancallachi, Huallhuaray y Acchahuata B del Distrito de Lares; Quencco, Sihua y Patabamba del Distrito de Coya y Kallarayan del distrito de Taray , estaríçn enfocadas en un proceso de articulacií_n e integracií_n de todas las organizaciones de base en forma democríçtica, armoniosa e innovadora, cuya finalidad es mejorar la calidad de vida de las familias, de los jí_venes varones y mujeres, nií±os y nií±as. Propiciando valores y actitudes positivas para recuperar las tecnologí_as indí_genas que nuestros ancestros nos legaron en el campo de la agricultura, en la actividad pecuaria, en la relacií_n con el medio ambiente como contexto de vida, buscando la participacií_n y empoderamiento de los actores sociales, de las organizaciones comunales. El proyecto se enfocara en tres ejes: Gestií_n Participativa, Formacií_n y Capacitacií_n continua y por ultimo, Incidencia Polí_tica y Vigilancia.",009-000555-1,2011000293,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15150,Democratic participation and civil society,15150,Strengthening civil society,66288,0,NA,0,0,1,0,NA,2,22000,NA,0,0,0,0,66287.54171,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
1086340,50019048,95838152,NA,2010,United Nations Children`s Fund (UNICEF),,Multilaterals,,,4,Peru,PE,South America,,,1/1/10,NA,NA,39925. Strategic and operational plans on HIV/Aids,STRATEGIC AND OPERATIONAL PLANS ON HIV/AIDS,Strategic and operational plans on HIV/Aids,,2010006161,130,Population policies/ programmes and reproductive health,13040,STD control including HIV/AIDS,31191.02,Plant and post-harvest protection and pest control,ODA Grants,130,I.3. Population Pol./Progr. & Reproductive Health,13040,Std control including hiv/aids,13040,STD control including HIV/AIDS,124023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
769441,,108671997,NA,2011,Spain,ES,Europe,FSU,AECID,1,Peru,PE,South America,1/1/11,1/1/12,1/1/11,NA,NA,"Grants. University education at a post grade, doctoral and postdoctoral grade, with the objective of promoting the qualification of human capital.","GRANTS. UNIVERSITY EDUCATION AT A POST GRADE, DOCTORAL AND POSTDOCTORAL GRADE, WITH THE OBJECTIVE OF PROMOTING THE QUALIFICATION OF HUMAN CAPITAL.",MATEMATICAS,2011-AECID-3144-0001,2011005904,114,Post-secondary education,11420,Higher education,12250.04|12250.03|12220.05|13020.03|13040.05|12230.02|12230.03,"Tuberculosis control|Malaria control|Infant and child health|Prenatal and postnatal care including delivery|Treatment, care|Basic hospitals, clinics and dispensaries|Basic health medical equipment and supplies ",ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,6396,0,NA,0,0,NA,0,NA,0,11000,NA,0,0,0,0,6395.995551,0,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
886497,,105370240,NA,2011,Japan,JP,Far East Asia,Government of Paraguay,MOFA,3,Peru,PE,South America,1/1/11,12/31/11,1/1/11,NA,NA,"Proyecto  Un pueblo, un producto  de construccion y Equipamiento de la Planta de Produccion de mango organico deshidratado en Chulucanas",AGRO-INDUSTRIES,Provison of equipment for mango processing,MOFA2011605287,2011605287,321,Industry,NA,,,,ODA Grants,321,III.2.a. Industry,32161,Agro-industries,32120,Industrial development,121652,0,0,0,0,0,0,NA,0,23000,NA,0,0,0,0,121651.8039,0,0,B01,0,0,8,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
264662,,97276977,NA,2010,Spain,ES,Europe,ND,MUNIC,1,Peru,PE,South America,1/1/10,12/31/10,1/1/10,NA,NA,ND,EDUCATION POLICY & ADMIN. MANAGEMENT,"El proyecto, que es continuidad del proyecto 1972, aprobado en la convocatoria 2008-2009 del Ayuntamiento de Badalona, se localiza a los distritos de Puente Piedra, Ancí_n y las immediacions limeí±as, a la regií_n homí_nima. En este sentido, continuaríç la misma lí_nea de trabajo, con el fin de articular las diferentes acciones dirigidas a los nií±os y nií±as, jí_venes y adultos para desarrollar sus capacidades de autogestií_n como una estrategia para el desarrollo social. Por eso, el proyecto pretende incidir en varias íçreas. En primer lugar, se propone contribuir al hecho que los nií±os de Puente Piedra, Ancí_n y las immediaciones limeí±as, que viven en situacií_n de pobreza, mejoren el nivel social y acadí©mico incidiendo en la comprensií_n lectora, el pensamiento lí_gico y el desarrollo de habilidades sociales. Tambií©n se brindaríç el servicio de estimulacií_n temprana a los nií±os de tres a cinco aí±os. En segundo lugar, las actividades propuestas permitiríçn que las familias de los nií±os y las nií±as aprendan a vivir practicando relaciones de confianza, respeto y solidaridad. En tercer lugar, tambií©n se pretende capacitar los y las maestras, monitores y monitores en temas de educacií_n en valores para garantizar los espacios de diíçlogo y participacií_n democríçtica. Y finalmente, el proyecto permitiríç implementar implantar bibliotecas que brindaríçn un servicio complementario porque los nií±os y las nií±as puedan reforzar los conocimientos adquiridos a las instituciones educativas formales.",2010-BIL-EELL-27815,2010012733,111,"Education, level unspecified",NA,,,,ODA Grants,111,"I.1.a. Education, Level Unspecified",11110,Education policy & admin. management,11110,Education policy and administrative management,29458,0,0,0,0,1,0,NA,0,22000,NA,0,0,0,0,27794.68874,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
244200,,108275270,NA,2011,Germany,DE,Europe,University college or other teaching institution research institute or think tank,Fed.Min.,3,Peru,PE,South America,5/1/08,4/30/11,1/1/11,NA,NA,Research in the Humanities - Project Funding,RESEARCH IN THE HUMANITIES - PROJECT FUNDING,"Collaborative project - Andean Transect - Climate sensitivity of pre-Columbian man-environment systems, sub-project on climate and environmental history",01UA0804C,2011012858,430,Other,NA,,,,ODA Grants,430,IV.2. Other Multisector,43082,Research/scientific institutions,43082,Research/scientific institutions,34988,0,NA,NA,NA,0,0,NA,1,51000,NA,0,0,0,0,0,34988.29,0,B01,0,0,8,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
383751,,118155366,NA,2012,Japan,JP,Far East Asia,University college or other teaching institution research institute or think-tank,MOFA,1,Peru,PE,South America,12/17/12,1/30/16,1/1/12,NA,NA,The Project for Improvement of Equipment for Disaster Risk Management,THE PROJECT FOR IMPROVEMENT OF EQUIPMENT FOR DISASTER RISK MANAGEMENT,To provide opportunity to obtain Master degree in Japan and thereby contribute to human resource development.,MOFA-2012010333,2012010333,740,Disaster prevention and preparedness,NA,,,,ODA Grants,740,VIII.3. Disaster Prevention & Preparedness,74010,Disaster prevention and preparedness,74010,Disaster prevention and preparedness,8860500,0,0,0,0,0,0,NA,0,12000,NA,0,0,0,0,8770435.114,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
881852,,105131104,NA,2011,Canada,CA,North & Central America,Disabled Peoples' International,CIDA,1,Peru,PE,South America,4/4/11,9/30/15,1/1/11,NA,NA,Sustainable Livelihoods Through Co-operatives / Moyens de subsistance durables grí¢ce aux coopí©ratives,SUSTAINABLE LIVELIHOODS THROUGH CO-OPERATIVES / MOYENS DE SUBSISTANCE DURABLES GRí‰CE AUX COOPí_RATIVES,"The program aims to promote the cooperative model to support economic growth and improve food security in communities. The expected results are: (1) Viable co-operatives provide timely, relevant and gender-sensitive programs and services to members; (2) Government decision-makers are influenced by co-operative sector; (3) Increased social and economic empowerment of women and men; and (4) Effective participation of Canadians in promoting gender equitable sustainable economic and social growth in participating countries. These results are expected to contribute to strengthening specific areas of expertise, including human resource development, governance training, business planning, marketing training, and technical assistance. / Ce programme vise íæ faire la promotion du modíÂle coopí©ratif afin d'appuyer la croissance í©conomique et d'amí©liorer la sí©curití© alimentaire dans les communautí©s. Les rí©sultats anticipí©s sont : 1) Des coopí©ratives viables fournissent íæ leurs membres des programmes et des services ponctuels, pertinents, et qui tiennent compte des í©carts entre les hommes et les femmes ; 2) Les dí©cideurs du gouvernement sont influencí©s par le secteur coopí©ratif ; 3) Renforcement de l'autonomie sociale et í©conomique des femmes et des hommes ; 4) Participation efficace des Canadiens dans la promotion d'une croissance í©conomique et sociale durable et plus í©quitable pour les femmes dans les pays visí©s. Il est attendu que ces rí©sultats contribuent au renforcement des secteurs d'expertises spí©cifiques, y compris le dí©veloppement des ressources humaines, la formation en gouvernance, la planification des affaires, la formation en marketing, et de l'assistance technique.",S065113001,2.01E+13,151,"Government and civil society, general",15105,"Government and civil society, purpose unspecified or does not fit under any other applicable codes",15150.03|15150.02|15150.04,Cooperatives|Community participation and development|Grassroots organizations,ODA Grants,311,III.1.a. Agriculture,31161,Food crop production,15105,"Government and civil society, purpose unspecified or does not fit under any other applicable codes",130209,0,0,0,0,2,2,NA,0,22000,NA,0,0,0,0,130209.2812,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
258579,,97054831,NA,2010,Spain,ES,Europe,NAVARRE'S UNESCO CENTRE ASSOCIATION,AG,1,Peru,PE,South America,1/1/10,1/1/11,1/1/10,NA,NA,íÅguilas Center for alternative rural and productive education (stage 3/3),AGRICULTURAL EDUCATION/TRAINING,ND,2010-BIL-CCAA-24542,2010008262,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31181,Agricultural education/training,31181,Agricultural education/training,53722,0,0,0,0,0,0,NA,0,22000,NA,0,0,0,0,50688.74172,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
279319,,97794927,NA,2010,Canada,CA,North & Central America,UNICEF - United Nations Children's Fund,CIDA,1,Peru,PE,South America,10/1/08,3/28/13,1/1/10,NA,NA,"Improving Basic Education for Indigenous and Rural Children in Southern Andean and Amazonian Peru / Amí©liorer l'í©ducation de base aux enfants autochtones et ruraux - Sud des Andes et Amazonie, Pí©rou",EARLY CHILDHOOD EDUCATION,"The project aims to improve quality education for indigenous and rural children, especially girls, in Southern Andean and Amazonian Peru through Intercultural Bilingual Education. CIDA's support enables UNICEF to expand its education program in Ayacucho, Amazonas, Apurí_mac, Cusco and Ucayali, regions characterized by extremely high poverty levels, indigenous populations, high prevalence of chronic malnutrition among children and overall lack of quality basic services, including health, education, water and sanitation. The project supports quality learning materials, training of teachers, school directors and education administrators, and strengthening the participation of parents and community members in the education system. The project aims to improve learning strategies, to develop models for replication in other regions and municipalities, and to contribute to the consolidation of regional government capacity to support a regional system of teacher training and to access national financial and technical resources. / Le projet a pour but d'amí©liorer la qualití© de l'í©ducation prodiguí©e aux enfants autochtones et íæ ceux habitant les rí©gions rurales, particuliíÂrement les filles, au sud des Andes pí©ruviennes ainsi que dans l'Amazonie pí©ruvienne, par le biais du programme í_ducation bilingue interculturelle. L'appui de l'ACDI permet íæ l'UNICEF d'í©largir le programme dans les rí©gions suivantes : Ayacucho, Amazonas, Apurí_mac, Cusco et Ucayali. Ces derniíÂres sont caractí©risí©es par des taux extríÈmement í©leví©s de pauvretí©, la prí©sence de populations autochtones, une prí©valence í©leví©e de malnutrition chronique chez les enfants, et le manque gí©ní©ralisí© de services essentiels de qualití©, y compris les soins de santí©, l'í©ducation, l'eau et l'assainissement. Ce projet est axí© sur la production de manuels scolaires de qualití©; la formation d'enseignants, de directeurs d'í©cole et d'administrateurs dans le domaine de l'í©ducation; et le renforcement de la participation des parents et des membres de la collectivití© dans le systíÂme de l'í©ducation. Le projet vise íæ amí©liorer les stratí©gies d'apprentissage et íæ dí©velopper des modíÂles pouvant íÈtre reproduits ailleurs dans les rí©gions et les collectivití©s afin de renforcer les capacití©s du gouvernement au niveau des rí©gions, d'une part, íæ soutenir un systíÂme rí©gional de formation des enseignants et, d'autre part, íæ accroí¬tre l'accessibilití© aux ressources financiíÂres et techniques.",A021431001,2.01E+13,112,Basic education,NA,,,,ODA Grants,112,I.1.b. Basic Education,11240,Early childhood education,11240,Early childhood education,5948278,0,0,0,0,2,1,NA,1,41122,NA,0,0,0,0,5532906.232,0,0,B03,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
1099018,59470473,96299303,NA,2010,Spain,ES,Europe,Canarian Centre of Rosario,MPA,1,Peru,PE,South America,1/1/10,1/1/11,1/1/10,NA,NA,Administrative costs derived from the course in E-Learning in the Public Administrations,ADMINISTRATIVE COSTS,"Difundir la príçctica de teleformacií_n como medio de capacitacií_n preferente y adecuado, en especial en territorios cuya amplia extensií_n o la deficiencia de las redes de transporte provoca diferencias en las posibilidades de formacií_n y actualizacií_n de servidores pí_blicos",2010-BIL-AGE-4847,2010004847,910,Administrative costs of donors,91010,Administrative costs,31110.01,"Agricultural policy and administrative management, activity unspecified or does not fit elsewhere in group",ODA Grants,910,IX. Administrative Costs of Donors,91010,Administrative costs,91010,Administrative costs,1188,0,0,0,0,0,0,NA,0,11000,NA,0,0,0,0,0,0,0,G01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
769403,,108670613,NA,2011,Spain,ES,Europe,AFI Foundation,AECID,1,Peru,PE,South America,1/1/11,1/1/12,1/1/11,NA,NA,"Grants. University education at a post grade, doctoral and postdoctoral grade, with the objective of promoting the qualification of human capital.","GRANTS. UNIVERSITY EDUCATION AT A POST GRADE, DOCTORAL AND POSTDOCTORAL GRADE, WITH THE OBJECTIVE OF PROMOTING THE QUALIFICATION OF HUMAN CAPITAL.",LENGUA ESPAíïOLA,2011-AECID-3666-0001,2011006426,160,Other social infrastructure and services,16010,Social/ welfare services,12250.04|13040.01|12250.03,Tuberculosis control|Unspecified STD and HIV/AIDS activities or does not fit elsewhere in group|Malaria control,ODA Grants,160,I.6. Other Social Infrastructure & Services,16061,Culture and recreation,16010,Social/ welfare services,17519,0,NA,0,0,NA,0,NA,0,11000,NA,0,0,0,0,17519.46607,0,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
238347,,107968967,NA,2011,Germany,DE,Europe,SANAD Fund for MSME (SANAD),BMZ,1,Peru,PE,South America,10/1/11,12/31/14,1/1/11,NA,NA,"Landscape protection, biological diversity and traditional agro-culture to ensure food security for farmer families in the districts Moho and Huayrapa","LANDSCAPE PROTECTION, BIOLOGICAL DIVERSITY AND TRADITIONAL AGRO-CULTURE TO ENSURE FOOD SECURITY FOR FARMER FAMILIES IN THE DISTRICTS MOHO AND HUAYRAPA","Landscape protection, biological diversity and traditional agro-culture to ensure food security for farmer families in the districts Moho and Huayrapa",201155415,2011009407,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31165,Agricultural alternative development,31120,Agricultural development,511631,0,0,0,1,0,2,NA,0,22000,NA,0,0,0,0,511630.98,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
796739,,116230252,NA,2012,Spain,ES,Europe,Fundacií_n Centro Tecnolí_gico del Mar (CETMAR),AG,1,Peru,PE,South America,12/31/11,12/30/12,1/1/12,NA,NA,Supporting the reinforcement of fishing and aquicultural extension in Perí_,SUPPORTING THE REINFORCEMENT OF FISHING AND AQUICULTURAL EXTENSION IN PERí_,"El proyecto pretendií_ incidir en la mejora de la calidad de vida de las comunidades costeras dependientes de la pesca artesanal. La comercializacií_n pesquera se identifica como uno de los aspectos prioritarios a mejorar con el fin de incrementar la rentabilidad de la actividad extractiva. Por otro lado, el asociacionismo es uno de los elementos clave para fomentar el desarrollo pesquero y concretamente la comercializacií_n. Si bien en las caletas peruanas exigen un grado de asociacionismo elevado, este no se valora como efectivo. Se pretendií_, a traví©s de este convenio, trabajar directamente con las Organizaciones Sociales de Pescadores Artesanales (OSPA) de las caletas, para contribuir al fortalecimiento de su actividad comercial de forma rentable y sostenible.",009-005903-1,2012000174,313,Fishing,NA,,,,ODA Grants,313,III.1.c. Fishing,31310,Fishing policy and admin. management,31310,Fishing policy and administrative management,230418,0,0,0,0,0,1,NA,0,31000,NA,0,0,0,0,0,213634.9614,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
656597,,50077615,50077615,2009,United States,US,North & Central America,NATIONAL NGOs,STATE,1,Peru,PE,South America,1/1/09,12/31/09,1/1/09,NA,NA,National Endowment for Democracy Grant to Coordinadora Departamental de Defensorias Comunitarias del Cusco (CODECC),NATIONAL ENDOWMENT FOR DEMOCRACY GRANT TO COORDINADORA DEPARTAMENTAL DE DEFENSORIAS COMUNITARIAS DEL CUSCO (CODECC),To strengthen the capacity of CODECC to provide training and technical support to community activists in the region of Cusco and to increase their advocacy and oversight skills to monitor the implementation of government projects that focus on domestic violence. CODECC will also facilitate coordination among various local actors and will lead a public education campaign on violence prevention.,NED02549,2009028703,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15150,Democratic participation and civil society,15150,Strengthening civil society,38266,0,NA,NA,NA,NA,0,NA,2,22000,NA,0,0,0,0,36973,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
656599,,50077617,50077617,2009,United States,US,North & Central America,"PUBLIC SECTOR (donor, recipient, other)",AGR,1,Peru,PE,South America,1/1/09,12/31/09,1/1/09,NA,NA,Trade Promotion Authority Legislation Consult,TRADE PROMOTION AUTHORITY LEGISLATION CONSULT,"Activities to consult with the Peruvian government on the drafting of further implementing regulations, and to support a series of five outreach presentations conducted by the Peruvian Ministry of Agriculture for local government authorities, agricultural producers and industry representatives in different regions of the country. The consultants hired would focus on regulations of interest to the U.S., including food safety, the animal and plant health agency, and biotechnology to help ensure that the eventual regulations are based on sound science and international norms. These activities would support the USDA/FAS goal of expanding the global agricultural trading.",ATA00603,2009000669,331,Trade policy and regulations,NA,,,,ODA Grants,331,III.3.a. Trade Policies & Regulations,33110,Trade policy and admin. management,33110,Trade policy and administrative management,41399,0,NA,NA,NA,NA,0,NA,NA,10000,NA,0,0,0,0,0,40000,0,D01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
656601,,50077619,50077619,2009,United States,US,North & Central America,"PUBLIC SECTOR (donor, recipient, other)",AID,1,Peru,PE,South America,1/1/09,12/31/09,1/1/09,NA,NA,Inclusive Economic Law and Property Rights,INCLUSIVE ECONOMIC LAW AND PROPERTY RIGHTS,"Ensure that poor people, women, and other disadvantaged groups have equal legal rights and protection in economic matters. [Government of Peru]",UEI69148,2009013635,250,Business and other services,NA,,,,ODA Grants,250,II.5. Business & Other Services,25020,Privatisation,25020,Privatisation,258741,0,NA,NA,NA,1,0,NA,NA,10000,NA,0,0,0,0,250000,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
632855,,50053707,50053707,2009,Spain,ES,Europe,Company of Mary's Solidarity International Foundation (FISC),AG,1,Peru,PE,South America,1/1/09,,1/1/09,NA,NA,SMALL ORGANIZED PRODUCERS OF THE COMMUNITY OF SANTA CATALINA VALLEY STRENGTHEN CAPACITIES IN SUSTAINABLE AND PROFITABLE CROPS,SMALL ORGANIZED PRODUCERS OF THE COMMUNITY OF SANTA CATALINA VALLEY STRENGTHEN CAPACITIES IN SUSTAINABLE AND PROFITABLE CROPS,CONTRIBUIR AL MEJORAMIENTO DE LA CALIDAD DE VIDA DE LAS FAMILIAS DE LOS PEQUEíïOS PRODUCTORES Y PRODUCTORAS AGRARIOS DEL VALLE SANTA CATALINA.,11713,2009007493,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31194,Agricultural co-operatives,31191,"Agricultural services, purpose",417223,0,1,0,0,0,0,NA,0,22000,NA,0,0,0,0,412248.9904,0,0,,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
766251,,108559197,NA,2011,Spain,ES,Europe,Madre Isabel Larraí±aga Association.,UNIV,1,Peru,PE,South America,8/12/11,9/20/11,1/1/11,NA,NA,Research Scholarship: Application and obtention of the Advanced Studies Diploma (ASD).,RESEARCH SCHOLARSHIP: APPLICATION AND OBTENTION OF THE ADVANCED STUDIES DIPLOMA (ASD).,"Se ha concedido una ayuda a una profesora de la Universidad Nacional de Piura, para realizar una estancia en el departamento de Ciencias de la Educacií_n de la Universidad de La Rioja con el objetivo de obtener el Diploma de Estudios Avanzados (DEA).",2011-UNIV-0703-0001,2011011777,114,Post-secondary education,NA,,,,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,1332,0,NA,NA,NA,NA,NA,NA,NA,51000,NA,0,0,0,0,0,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
769539,,108675245,NA,2011,Spain,ES,Europe,Children literature documentary and information center.,AECID,1,Peru,PE,South America,1/1/11,1/1/12,1/1/11,NA,NA,"Grants. University education at a post grade, doctoral and postdoctoral grade, with the objective of promoting the qualification of human capital.","GRANTS. UNIVERSITY EDUCATION AT A POST GRADE, DOCTORAL AND POSTDOCTORAL GRADE, WITH THE OBJECTIVE OF PROMOTING THE QUALIFICATION OF HUMAN CAPITAL.",GESTIíñN Y COOPERACION CULTURAL,2011-AECID-2624-0001,2011005384,160,Other social infrastructure and services,16010,Social/ welfare services,16010.07,Culture and recreation,ODA Grants,160,I.6. Other Social Infrastructure & Services,16061,Culture and recreation,16010,Social/ welfare services,35595,0,NA,0,0,NA,0,NA,0,11000,NA,0,0,0,0,0,35595.10567,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
1086349,40336737,95838377,NA,2010,United Nations Children`s Fund (UNICEF),,Multilaterals,,,4,Peru,PE,South America,,,1/1/10,NA,NA,40309. Child protection Alternative Care,CHILD PROTECTION ALTERNATIVE CARE,Child protection Alternative Care,,2010006166,160,Other social infrastructure and services,16010,Social/ welfare services,72010.01,All non-food relief items and assistance,ODA Grants,160,I.6. Other Social Infrastructure & Services,16010,Social/welfare services,16010,Social/ welfare services,10035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
